METADATA|Worker|SourceSystemOwner|SourceSystemId|EffectiveStartDate|EffectiveEndDate|PersonNumber|StartDate|DateOfBirth|ActionCode
MERGE|Worker|ALTAHRN01|5965988|2014/10/01|4712/12/31|5965988|2014/10/01|1953/07/15|HIRE
MERGE|Worker|ALTAHRN01|5966012|2014/05/19|4712/12/31|5966012|2014/05/19|1970/02/19|HIRE
MERGE|Worker|ALTAHRN01|5966239|2001/04/01|4712/12/31|5966239|2001/04/01|1953/07/15|HIRE
MERGE|Worker|ALTAHRN01|5966474|2014/10/01|4712/12/31|5966474|2014/10/01|1983/05/10|HIRE
MERGE|Worker|ALTAHRN01|5967047|2008/01/01|4712/12/31|5967047|2008/01/01|1978/08/04|HIRE
MERGE|Worker|ALTAHRN01|5967077|2014/10/01|4712/12/31|5967077|2014/10/01|1953/07/15|HIRE
MERGE|Worker|ALTAHRN01|5967089|2001/10/01|4712/12/31|5967089|2001/10/01|1953/07/15|HIRE
MERGE|Worker|ALTAHRN01|5969044|2013/10/01|4712/12/31|5969044|2013/10/01|1953/07/15|HIRE
MERGE|Worker|ALTAHRN01|5969149|2001/10/01|4712/12/31|5969149|2001/10/01|1958/02/15|HIRE
MERGE|Worker|ALTAHRN01|5969413|2014/10/01|4712/12/31|5969413|2014/10/01|1953/07/15|HIRE
MERGE|Worker|ALTAHRN01|5986770|2014/10/01|4712/12/31|5986770|2014/10/01|1972/04/09|HIRE
MERGE|Worker|ALTAHRN01|5987512|2002/10/01|4712/12/31|5987512|2002/10/01|1975/10/13|HIRE
MERGE|Worker|ALTAHRN01|5987645|2004/10/18|4712/12/31|5987645|2004/10/18|1951/10/30|HIRE
MERGE|Worker|ALTAHRN01|5987849|2007/12/01|4712/12/31|5987849|2007/12/01|1954/12/23|HIRE
MERGE|Worker|ALTAHRN01|5987917|2001/09/01|4712/12/31|5987917|2001/09/01|1980/06/18|HIRE
MERGE|Worker|ALTAHRN01|5988099|2001/01/01|4712/12/31|5988099|2001/01/01|1953/07/15|HIRE
MERGE|Worker|ALTAHRN01|5988118|2003/07/01|4712/12/31|5988118|2003/07/01|1980/07/05|HIRE
MERGE|Worker|ALTAHRN01|5988377|2014/10/01|4712/12/31|5988377|2014/10/01|1953/07/15|HIRE
MERGE|Worker|ALTAHRN01|5988416|2004/08/02|4712/12/31|5988416|2004/08/02|1974/10/11|HIRE
MERGE|Worker|ALTAHRN01|5988516|1997/11/03|4712/12/31|5988516|1997/11/03|1953/07/15|HIRE
MERGE|Worker|ALTAHRN01|5988519|2007/05/01|4712/12/31|5988519|2007/05/01|1953/07/15|HIRE
MERGE|Worker|ALTAHRN01|5969437|2014/10/01|4712/12/31|5969437|2014/10/01|1953/07/15|HIRE
MERGE|Worker|ALTAHRN01|5969522|2014/10/01|4712/12/31|5969522|2014/10/01|1971/05/22|HIRE
MERGE|Worker|ALTAHRN01|5969965|2000/01/01|4712/12/31|5969965|2000/01/01|1953/07/15|HIRE
MERGE|Worker|ALTAHRN01|5969999|2014/10/01|4712/12/31|5969999|2014/10/01|1969/02/15|HIRE
MERGE|Worker|ALTAHRN01|5970570|2006/02/13|4712/12/31|5970570|2006/02/13|1958/04/15|HIRE
MERGE|Worker|ALTAHRN01|5970593|1997/02/01|4712/12/31|5970593|1997/02/01|1983/09/19|HIRE
MERGE|Worker|ALTAHRN01|5970616|2014/10/01|4712/12/31|5970616|2014/10/01|1953/07/15|HIRE
MERGE|Worker|ALTAHRN01|5970836|2000/02/01|4712/12/31|5970836|2000/02/01|1953/07/15|HIRE
MERGE|Worker|ALTAHRN01|5971013|2008/04/07|4712/12/31|5971013|2008/04/07|1958/12/21|HIRE
MERGE|Worker|ALTAHRN01|5971074|2014/10/01|4712/12/31|5971074|2014/10/01|1971/01/22|HIRE
MERGE|Worker|ALTAHRN01|5971463|1999/01/01|4712/12/31|5971463|1999/01/01|1953/07/15|HIRE
MERGE|Worker|ALTAHRN01|5971974|2008/04/07|4712/12/31|5971974|2008/04/07|1953/07/15|HIRE
MERGE|Worker|ALTAHRN01|5973174|2014/10/01|4712/12/31|5973174|2014/10/01|1971/01/19|HIRE
MERGE|Worker|ALTAHRN01|5973354|2001/09/01|4712/12/31|5973354|2001/09/01|1983/05/10|HIRE
MERGE|Worker|ALTAHRN01|5973400|2014/10/01|4712/12/31|5973400|2014/10/01|1953/07/15|HIRE
MERGE|Worker|ALTAHRN01|5973856|1997/03/10|4712/12/31|5973856|1997/03/10|1953/07/15|HIRE
MERGE|Worker|ALTAHRN01|5975015|2014/10/01|4712/12/31|5975015|2014/10/01|1983/05/10|HIRE
MERGE|Worker|ALTAHRN01|5975421|2006/08/01|4712/12/31|5975421|2006/08/01|1964/10/03|HIRE
MERGE|Worker|ALTAHRN01|5975485|2005/09/01|4712/12/31|5975485|2005/09/01|1953/07/15|HIRE
MERGE|Worker|ALTAHRN01|5975538|2005/11/01|4712/12/31|5975538|2005/11/01|1953/07/15|HIRE
MERGE|Worker|ALTAHRN01|5975641|1997/09/15|4712/12/31|5975641|1997/09/15|1958/09/17|HIRE
MERGE|Worker|ALTAHRN01|5975700|2014/10/01|4712/12/31|5975700|2014/10/01|1965/10/30|HIRE
MERGE|Worker|ALTAHRN01|5975960|2014/10/01|4712/12/31|5975960|2014/10/01|1981/04/04|HIRE
MERGE|Worker|ALTAHRN01|5976226|2003/07/01|4712/12/31|5976226|2003/07/01|1979/06/26|HIRE
MERGE|Worker|ALTAHRN01|5976757|2014/10/01|4712/12/31|5976757|2014/10/01|1953/07/15|HIRE
MERGE|Worker|ALTAHRN01|5977433|2014/10/01|4712/12/31|5977433|2014/10/01|1953/07/15|HIRE
MERGE|Worker|ALTAHRN01|5977437|2014/10/01|4712/12/31|5977437|2014/10/01|1956/06/30|HIRE
MERGE|Worker|ALTAHRN01|5977645|2014/10/01|4712/12/31|5977645|2014/10/01|1953/07/15|HIRE
MERGE|Worker|ALTAHRN01|5978860|2008/05/07|4712/12/31|5978860|2008/05/07|1962/11/09|HIRE
MERGE|Worker|ALTAHRN01|5979805|2014/10/01|4712/12/31|5979805|2014/10/01|1963/11/02|HIRE
MERGE|Worker|ALTAHRN01|5979852|2014/10/01|4712/12/31|5979852|2014/10/01|1966/05/11|HIRE
MERGE|Worker|ALTAHRN01|5979983|2014/10/01|4712/12/31|5979983|2014/10/01|1953/07/15|HIRE
MERGE|Worker|ALTAHRN01|5980440|2005/05/01|4712/12/31|5980440|2005/05/01|1953/07/15|HIRE
MERGE|Worker|ALTAHRN01|5981173|2014/10/01|4712/12/31|5981173|2014/10/01|1980/12/06|HIRE
MERGE|Worker|ALTAHRN01|5981863|1999/12/31|4712/12/31|5981863|1999/12/31|1980/05/21|HIRE
MERGE|Worker|ALTAHRN01|5982112|2014/10/01|4712/12/31|5982112|2014/10/01|1974/10/17|HIRE
MERGE|Worker|ALTAHRN01|5982201|2014/10/01|4712/12/31|5982201|2014/10/01|1953/07/15|HIRE
MERGE|Worker|ALTAHRN01|5982767|1999/12/31|4712/12/31|5982767|1999/12/31|1979/10/05|HIRE
MERGE|Worker|ALTAHRN01|5982865|2000/06/19|4712/12/31|5982865|2000/06/19|1962/10/05|HIRE
MERGE|Worker|ALTAHRN01|5983211|1998/08/24|4712/12/31|5983211|1998/08/24|1969/01/17|HIRE
MERGE|Worker|ALTAHRN01|5983429|2014/10/01|4712/12/31|5983429|2014/10/01|1968/01/08|HIRE
MERGE|Worker|ALTAHRN01|5983544|2008/11/03|4712/12/31|5983544|2008/11/03|1983/01/05|HIRE
MERGE|Worker|ALTAHRN01|5983726|2015/08/01|4712/12/31|5983726|2015/08/01|1983/05/10|HIRE
MERGE|Worker|ALTAHRN01|5984676|2014/10/01|4712/12/31|5984676|2014/10/01|1966/06/06|HIRE
MERGE|Worker|ALTAHRN01|5985397|2014/10/01|4712/12/31|5985397|2014/10/01|1953/07/15|HIRE
MERGE|Worker|ALTAHRN01|5986255|1987/10/01|4712/12/31|5986255|1987/10/01|1953/07/15|HIRE
MERGE|Worker|ALTAHRN01|5986314|2014/10/01|4712/12/31|5986314|2014/10/01|1953/07/15|HIRE
MERGE|Worker|ALTAHRN01|5986396|1997/02/01|4712/12/31|5986396|1997/02/01|1953/07/15|HIRE
MERGE|Worker|ALTAHRN01|5986397|2001/03/26|4712/12/31|5986397|2001/03/26|1953/07/15|HIRE
MERGE|Worker|ALTAHRN01|5986398|2008/04/07|4712/12/31|5986398|2008/04/07|1953/07/15|HIRE
MERGE|Worker|ALTAHRN01|5989482|2014/10/01|4712/12/31|5989482|2014/10/01|1982/02/18|HIRE
MERGE|Worker|ALTAHRN01|5989520|2014/10/01|4712/12/31|5989520|2014/10/01|1968/09/18|HIRE
MERGE|Worker|ALTAHRN01|5989595|1988/05/03|4712/12/31|5989595|1988/05/03|1953/07/15|HIRE
MERGE|Worker|ALTAHRN01|5989655|1997/10/20|4712/12/31|5989655|1997/10/20|1953/07/15|HIRE
MERGE|Worker|ALTAHRN01|5989679|1995/05/15|4712/12/31|5989679|1995/05/15|1966/06/06|HIRE
MERGE|Worker|ALTAHRN01|5989750|2014/10/01|4712/12/31|5989750|2014/10/01|1971/01/19|HIRE
MERGE|Worker|ALTAHRN01|5989831|2014/10/01|4712/12/31|5989831|2014/10/01|1953/07/15|HIRE
MERGE|Worker|ALTAHRN01|5989986|1999/12/31|4712/12/31|5989986|1999/12/31|1953/07/15|HIRE
MERGE|Worker|ALTAHRN01|5990111|2016/09/01|4712/12/31|5990111|2016/09/01|1975/05/25|HIRE
MERGE|Worker|ALTAHRN01|5990150|1998/09/14|4712/12/31|5990150|1998/09/14|1953/07/15|HIRE
MERGE|Worker|ALTAHRN01|5990227|2014/10/01|4712/12/31|5990227|2014/10/01|1963/05/18|HIRE
MERGE|Worker|ALTAHRN01|5990768|2014/10/01|4712/12/31|5990768|2014/10/01|1953/07/15|HIRE
MERGE|Worker|ALTAHRN01|5991094|2010/09/01|4712/12/31|5991094|2010/09/01|1953/07/15|HIRE
MERGE|Worker|ALTAHRN01|5991521|2001/01/19|4712/12/31|5991521|2001/01/19|1953/07/15|HIRE
MERGE|Worker|ALTAHRN01|5991661|1999/12/31|4712/12/31|5991661|1999/12/31|1950/05/07|HIRE
MERGE|Worker|ALTAHRN01|5991710|2014/10/01|4712/12/31|5991710|2014/10/01|1953/07/15|HIRE
MERGE|Worker|ALTAHRN01|5992116|2001/09/01|4712/12/31|5992116|2001/09/01|1953/07/15|HIRE
MERGE|Worker|ALTAHRN01|5992407|2014/10/01|4712/12/31|5992407|2014/10/01|1953/07/15|HIRE
MERGE|Worker|ALTAHRN01|5992491|2000/01/01|4712/12/31|5992491|2000/01/01|1953/07/15|HIRE
MERGE|Worker|ALTAHRN01|5993177|1999/04/26|4712/12/31|5993177|1999/04/26|1978/11/16|HIRE
MERGE|Worker|ALTAHRN01|5993448|2014/10/01|4712/12/31|5993448|2014/10/01|1970/02/19|HIRE
MERGE|Worker|ALTAHRN01|5993725|2001/09/03|4712/12/31|5993725|2001/09/03|1953/07/15|HIRE
MERGE|Worker|ALTAHRN01|5993963|2014/05/19|4712/12/31|5993963|2014/05/19|1953/07/15|HIRE
MERGE|Worker|ALTAHRN01|5994072|2012/11/12|4712/12/31|5994072|2012/11/12|1953/07/15|HIRE
MERGE|Worker|ALTAHRN01|5994079|2008/04/07|4712/12/31|5994079|2008/04/07|1953/07/15|HIRE
MERGE|Worker|ALTAHRN01|5994197|2004/11/01|4712/12/31|5994197|2004/11/01|1969/02/15|HIRE
MERGE|Worker|ALTAHRN01|5994434|2014/10/01|4712/12/31|5994434|2014/10/01|1971/12/29|HIRE
MERGE|Worker|ALTAHRN01|5994505|2007/07/02|4712/12/31|5994505|2007/07/02|1953/07/15|HIRE
MERGE|Worker|ALTAHRN01|5994531|2012/04/16|4712/12/31|5994531|2012/04/16|1953/07/15|HIRE
MERGE|Worker|ALTAHRN01|5994564|2005/12/01|4712/12/31|5994564|2005/12/01|1958/01/27|HIRE
MERGE|Worker|ALTAHRN01|5995016|1995/10/02|4712/12/31|5995016|1995/10/02|1953/07/15|HIRE
MERGE|Worker|ALTAHRN01|5995450|2008/03/05|4712/12/31|5995450|2008/03/05|1966/06/06|HIRE
MERGE|Worker|ALTAHRN01|5996066|2015/02/01|4712/12/31|5996066|2015/02/01|1956/06/30|HIRE
MERGE|Worker|ALTAHRN01|5996118|2014/10/01|4712/12/31|5996118|2014/10/01|1953/07/15|HIRE
MERGE|Worker|ALTAHRN01|5997547|1999/01/18|4712/12/31|5997547|1999/01/18|1953/07/15|HIRE
MERGE|Worker|ALTAHRN01|5997663|1996/11/04|4712/12/31|5997663|1996/11/04|1980/05/16|HIRE
MERGE|Worker|ALTAHRN01|5997759|1998/11/16|4712/12/31|5997759|1998/11/16|1972/04/09|HIRE
MERGE|Worker|ALTAHRN01|5998121|2015/09/01|4712/12/31|5998121|2015/09/01|1953/07/15|HIRE
MERGE|Worker|ALTAHRN01|5998371|2001/07/23|4712/12/31|5998371|2001/07/23|1953/07/15|HIRE
MERGE|Worker|ALTAHRN01|5998519|2008/04/07|4712/12/31|5998519|2008/04/07|1953/07/15|HIRE
MERGE|Worker|ALTAHRN01|5998582|2015/03/30|4712/12/31|5998582|2015/03/30|1953/07/15|HIRE
MERGE|Worker|ALTAHRN01|5998584|2005/11/07|4712/12/31|5998584|2005/11/07|1957/05/11|HIRE
MERGE|Worker|ALTAHRN01|6000010|2014/10/01|4712/12/31|6000010|2014/10/01|1953/07/15|HIRE
MERGE|Worker|ALTAHRN01|6000281|2008/04/07|4712/12/31|6000281|2008/04/07|1977/10/26|HIRE
MERGE|Worker|ALTAHRN01|6000922|1996/08/01|4712/12/31|6000922|1996/08/01|1953/07/15|HIRE
MERGE|Worker|ALTAHRN01|6000958|1998/06/22|4712/12/31|6000958|1998/06/22|1953/07/15|HIRE
MERGE|Worker|ALTAHRN01|6001083|2014/10/01|4712/12/31|6001083|2014/10/01|1953/07/15|HIRE
MERGE|Worker|ALTAHRN01|6001156|1989/05/15|4712/12/31|6001156|1989/05/15|1968/10/28|HIRE
MERGE|Worker|ALTAHRN01|6001304|2014/10/01|4712/12/31|6001304|2014/10/01|1983/05/10|HIRE
MERGE|Worker|ALTAHRN01|6001371|2000/11/13|4712/12/31|6001371|2000/11/13|1964/09/16|HIRE
MERGE|Worker|ALTAHRN01|6001585|2013/01/14|4712/12/31|6001585|2013/01/14|1953/07/15|HIRE
MERGE|Worker|ALTAHRN01|6002014|1999/10/03|4712/12/31|6002014|1999/10/03|1979/01/04|HIRE
MERGE|Worker|ALTAHRN01|6002073|2001/06/25|4712/12/31|6002073|2001/06/25|1955/06/07|HIRE
MERGE|Worker|ALTAHRN01|6002241|2014/10/01|4712/12/31|6002241|2014/10/01|1953/07/15|HIRE
MERGE|Worker|ALTAHRN01|6002740|2014/10/01|4712/12/31|6002740|2014/10/01|1965/06/10|HIRE
MERGE|Worker|ALTAHRN01|6003227|2014/10/01|4712/12/31|6003227|2014/10/01|1963/10/31|HIRE
MERGE|Worker|ALTAHRN01|6003826|1999/12/31|4712/12/31|6003826|1999/12/31|1953/07/15|HIRE
MERGE|Worker|ALTAHRN01|6004045|1999/03/22|4712/12/31|6004045|1999/03/22|1957/05/12|HIRE
MERGE|Worker|ALTAHRN01|6004244|2015/10/12|4712/12/31|6004244|2015/10/12|1979/08/04|HIRE
MERGE|Worker|ALTAHRN01|6004277|2008/04/07|4712/12/31|6004277|2008/04/07|1953/07/15|HIRE
MERGE|Worker|ALTAHRN01|6004294|2014/10/01|4712/12/31|6004294|2014/10/01|1953/07/15|HIRE
MERGE|Worker|ALTAHRN01|6004323|2000/09/04|4712/12/31|6004323|2000/09/04|1953/07/15|HIRE
MERGE|Worker|ALTAHRN01|6004375|2001/06/01|4712/12/31|6004375|2001/06/01|1971/06/01|HIRE
MERGE|Worker|ALTAHRN01|6004456|2001/06/25|4712/12/31|6004456|2001/06/25|1953/07/15|HIRE
MERGE|Worker|ALTAHRN01|6004631|2000/11/07|4712/12/31|6004631|2000/11/07|1953/07/15|HIRE
MERGE|Worker|ALTAHRN01|6004698|2014/10/01|4712/12/31|6004698|2014/10/01|1953/07/15|HIRE
MERGE|Worker|ALTAHRN01|6005296|2014/10/01|4712/12/31|6005296|2014/10/01|1958/04/18|HIRE
MERGE|Worker|ALTAHRN01|6006215|2006/02/13|4712/12/31|6006215|2006/02/13|1978/03/03|HIRE
MERGE|Worker|ALTAHRN01|6006240|2016/09/26|4712/12/31|6006240|2016/09/26|1981/01/05|HIRE
MERGE|Worker|ALTAHRN01|6006250|2014/10/01|4712/12/31|6006250|2014/10/01|1972/06/13|HIRE
MERGE|Worker|ALTAHRN01|6006373|2014/10/01|4712/12/31|6006373|2014/10/01|1983/01/05|HIRE
MERGE|Worker|ALTAHRN01|6006564|1999/04/01|4712/12/31|6006564|1999/04/01|1953/07/15|HIRE
MERGE|Worker|ALTAHRN01|6007086|2005/05/03|4712/12/31|6007086|2005/05/03|1964/11/08|HIRE
MERGE|Worker|ALTAHRN01|6007522|2014/10/01|4712/12/31|6007522|2014/10/01|1953/07/15|HIRE
MERGE|Worker|ALTAHRN01|6007635|2001/12/01|4712/12/31|6007635|2001/12/01|1983/05/10|HIRE
MERGE|Worker|ALTAHRN01|6007643|2002/04/01|4712/12/31|6007643|2002/04/01|1983/05/10|HIRE
MERGE|Worker|ALTAHRN01|6007914|1999/10/08|4712/12/31|6007914|1999/10/08|1964/10/04|HIRE
MERGE|Worker|ALTAHRN01|6007965|2001/07/02|4712/12/31|6007965|2001/07/02|1957/07/20|HIRE
MERGE|Worker|ALTAHRN01|6007984|2014/10/01|4712/12/31|6007984|2014/10/01|1972/08/01|HIRE
MERGE|Worker|ALTAHRN01|6008011|2014/10/01|4712/12/31|6008011|2014/10/01|1953/07/15|HIRE
MERGE|Worker|ALTAHRN01|6008075|1999/12/31|4712/12/31|6008075|1999/12/31|1979/06/06|HIRE
MERGE|Worker|ALTAHRN01|6008329|2006/02/13|4712/12/31|6008329|2006/02/13|1977/08/09|HIRE
MERGE|Worker|ALTAHRN01|6008333|2014/10/01|4712/12/31|6008333|2014/10/01|1967/09/07|HIRE
MERGE|Worker|ALTAHRN01|6008933|2008/04/07|4712/12/31|6008933|2008/04/07|1965/02/16|HIRE
MERGE|Worker|ALTAHRN01|6009067|2007/01/01|4712/12/31|6009067|2007/01/01|1953/07/15|HIRE
MERGE|Worker|ALTAHRN01|6009137|2014/10/01|4712/12/31|6009137|2014/10/01|1969/02/15|HIRE
MERGE|Worker|ALTAHRN01|6009349|2014/10/01|4712/12/31|6009349|2014/10/01|1966/06/06|HIRE
MERGE|Worker|ALTAHRN01|6009461|2014/10/01|4712/12/31|6009461|2014/10/01|1953/07/15|HIRE
MERGE|Worker|ALTAHRN01|6009513|2007/09/17|4712/12/31|6009513|2007/09/17|1953/07/15|HIRE
MERGE|Worker|ALTAHRN01|6009532|2003/06/02|4712/12/31|6009532|2003/06/02|1976/10/04|HIRE
MERGE|Worker|ALTAHRN01|6009554|2014/10/01|4712/12/31|6009554|2014/10/01|1956/06/30|HIRE
MERGE|Worker|ALTAHRN01|6009626|1997/09/15|4712/12/31|6009626|1997/09/15|1953/07/15|HIRE
MERGE|Worker|ALTAHRN01|6010007|2014/10/01|4712/12/31|6010007|2014/10/01|1978/03/03|HIRE
MERGE|Worker|ALTAHRN01|6010022|2014/10/01|4712/12/31|6010022|2014/10/01|1983/05/10|HIRE
MERGE|Worker|ALTAHRN01|6010099|2007/04/02|4712/12/31|6010099|2007/04/02|1957/04/08|HIRE
MERGE|Worker|ALTAHRN01|6010376|2001/05/08|4712/12/31|6010376|2001/05/08|1983/05/10|HIRE
MERGE|Worker|ALTAHRN01|6010493|1998/02/14|4712/12/31|6010493|1998/02/14|1978/03/15|HIRE
MERGE|Worker|ALTAHRN01|6010803|2014/10/01|4712/12/31|6010803|2014/10/01|1962/05/03|HIRE
MERGE|Worker|ALTAHRN01|6010845|2014/10/01|4712/12/31|6010845|2014/10/01|1953/07/15|HIRE
MERGE|Worker|ALTAHRN01|6010875|2014/10/01|4712/12/31|6010875|2014/10/01|1955/11/02|HIRE
MERGE|Worker|ALTAHRN01|6010904|2014/10/01|4712/12/31|6010904|2014/10/01|1965/11/22|HIRE
MERGE|Worker|ALTAHRN01|6010991|2002/05/01|4712/12/31|6010991|2002/05/01|1977/12/20|HIRE
MERGE|Worker|ALTAHRN01|6011115|2014/10/01|4712/12/31|6011115|2014/10/01|1959/04/11|HIRE
MERGE|Worker|ALTAHRN01|6011428|2014/10/01|4712/12/31|6011428|2014/10/01|1979/09/20|HIRE
MERGE|Worker|ALTAHRN01|6011439|1991/06/03|4712/12/31|6011439|1991/06/03|1953/07/15|HIRE
MERGE|Worker|ALTAHRN01|6011501|2001/10/22|4712/12/31|6011501|2001/10/22|1973/01/16|HIRE
MERGE|Worker|ALTAHRN01|6012974|2004/11/15|4712/12/31|6012974|2004/11/15|1974/06/17|HIRE
MERGE|Worker|ALTAHRN01|6013167|2014/10/01|4712/12/31|6013167|2014/10/01|1953/07/15|HIRE
MERGE|Worker|ALTAHRN01|6013932|2014/10/01|4712/12/31|6013932|2014/10/01|1975/04/19|HIRE
MERGE|Worker|ALTAHRN01|6014323|2014/10/01|4712/12/31|6014323|2014/10/01|1966/02/14|HIRE
MERGE|Worker|ALTAHRN01|6014331|2014/10/01|4712/12/31|6014331|2014/10/01|1953/07/15|HIRE
MERGE|Worker|ALTAHRN01|6014773|2014/10/01|4712/12/31|6014773|2014/10/01|1969/01/19|HIRE
MERGE|Worker|ALTAHRN01|6015605|2013/10/02|4712/12/31|6015605|2013/10/02|1969/01/07|HIRE
MERGE|Worker|ALTAHRN01|6015640|2014/10/01|4712/12/31|6015640|2014/10/01|1953/07/15|HIRE
MERGE|Worker|ALTAHRN01|6017743|1999/12/31|4712/12/31|6017743|1999/12/31|1953/07/15|HIRE
MERGE|Worker|ALTAHRN01|6018090|1986/05/27|4712/12/31|6018090|1986/05/27|1969/02/15|HIRE
MERGE|Worker|ALTAHRN01|6018317|2015/02/01|4712/12/31|6018317|2015/02/01|1964/10/06|HIRE
MERGE|Worker|ALTAHRN01|6019226|2013/12/01|4712/12/31|6019226|2013/12/01|1953/07/15|HIRE
MERGE|Worker|ALTAHRN01|6019464|2016/02/01|4712/12/31|6019464|2016/02/01|1979/10/05|HIRE
MERGE|Worker|ALTAHRN01|6019540|2001/09/03|4712/12/31|6019540|2001/09/03|1953/07/15|HIRE
MERGE|Worker|ALTAHRN01|6019573|1997/09/15|4712/12/31|6019573|1997/09/15|1953/07/15|HIRE
MERGE|Worker|ALTAHRN01|6019723|2011/01/01|4712/12/31|6019723|2011/01/01|1967/12/30|HIRE
MERGE|Worker|ALTAHRN01|6020899|2014/10/01|4712/12/31|6020899|2014/10/01|1963/09/25|HIRE
MERGE|Worker|ALTAHRN01|6021685|2014/10/01|4712/12/31|6021685|2014/10/01|1976/08/11|HIRE
MERGE|Worker|ALTAHRN01|6021774|2005/10/01|4712/12/31|6021774|2005/10/01|1968/12/31|HIRE
MERGE|Worker|ALTAHRN01|6021911|2008/04/07|4712/12/31|6021911|2008/04/07|1962/09/09|HIRE
MERGE|Worker|ALTAHRN01|6022567|2014/10/01|4712/12/31|6022567|2014/10/01|1967/04/30|HIRE
MERGE|Worker|ALTAHRN01|6022678|2014/10/01|4712/12/31|6022678|2014/10/01|1969/01/17|HIRE
MERGE|Worker|ALTAHRN01|6022962|2000/04/17|4712/12/31|6022962|2000/04/17|1972/03/30|HIRE
MERGE|Worker|ALTAHRN01|6023601|2006/09/01|4712/12/31|6023601|2006/09/01|1953/07/15|HIRE
MERGE|Worker|ALTAHRN01|6025755|2008/04/07|4712/12/31|6025755|2008/04/07|1964/09/04|HIRE
MERGE|Worker|ALTAHRN01|6025841|2015/02/01|4712/12/31|6025841|2015/02/01|1965/11/17|HIRE
