METADATA|PersonCitizenship|SourceSystemOwner|SourceSystemId|PersonId(SourceSystemId)|DateFrom|DateTo|LegislationCode|CitizenshipStatus
MERGE|PersonCitizenship|ALTAHRN01|6559196_CITIZEN|6559196|1950/02/17|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6559198_CITIZEN|6559198|1977/05/18|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6559664_CITIZEN|6559664|1990/02/25|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6559784_CITIZEN|6559784|1953/07/15|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6559845_CITIZEN|6559845|1977/08/06|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6560051_CITIZEN|6560051|1970/11/28|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6560404_CITIZEN|6560404|1974/10/29|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6560549_CITIZEN|6560549|1966/01/26|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6560981_CITIZEN|6560981|1987/06/26|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6561312_CITIZEN|6561312|1988/07/18|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6561378_CITIZEN|6561378|1965/11/17|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6561395_CITIZEN|6561395|1953/07/15|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6561695_CITIZEN|6561695|1973/04/29|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6561696_CITIZEN|6561696|1981/11/17|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6562025_CITIZEN|6562025|1980/03/12|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6562387_CITIZEN|6562387|1953/07/15|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6562534_CITIZEN|6562534|1961/04/07|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6562658_CITIZEN|6562658|1983/05/10|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6562994_CITIZEN|6562994|1986/09/13|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6563105_CITIZEN|6563105|1962/09/10|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6563494_CITIZEN|6563494|1952/09/14|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6563497_CITIZEN|6563497|1981/08/01|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6563544_CITIZEN|6563544|1971/01/19|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6563791_CITIZEN|6563791|1978/01/03|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6563918_CITIZEN|6563918|1966/01/26|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6564005_CITIZEN|6564005|1953/07/15|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6564161_CITIZEN|6564161|1957/06/20|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6564264_CITIZEN|6564264|1987/10/26|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6564381_CITIZEN|6564381|1972/11/02|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6564428_CITIZEN|6564428|1957/03/27|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6564450_CITIZEN|6564450|1951/02/21|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6564472_CITIZEN|6564472|1974/05/31|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6564530_CITIZEN|6564530|1975/08/11|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6564585_CITIZEN|6564585|1953/07/15|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6564587_CITIZEN|6564587|1957/08/13|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6564589_CITIZEN|6564589|1972/06/20|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6564725_CITIZEN|6564725|1972/06/14|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6564774_CITIZEN|6564774|1959/04/30|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6564914_CITIZEN|6564914|1979/05/30|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6565244_CITIZEN|6565244|1953/07/15|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6565651_CITIZEN|6565651|1964/05/09|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6566299_CITIZEN|6566299|1953/07/15|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6566484_CITIZEN|6566484|1986/03/06|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6566488_CITIZEN|6566488|1953/07/15|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6566529_CITIZEN|6566529|1949/07/27|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6566536_CITIZEN|6566536|1981/08/01|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6566538_CITIZEN|6566538|1981/12/01|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6566784_CITIZEN|6566784|1977/09/04|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6567020_CITIZEN|6567020|1957/06/10|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6567059_CITIZEN|6567059|1979/10/17|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6567061_CITIZEN|6567061|1980/04/30|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6567062_CITIZEN|6567062|1985/04/25|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6567228_CITIZEN|6567228|1977/03/10|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6567230_CITIZEN|6567230|1965/05/03|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6567231_CITIZEN|6567231|1947/01/07|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6567233_CITIZEN|6567233|1965/12/20|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6567361_CITIZEN|6567361|1986/01/03|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6567463_CITIZEN|6567463|1956/02/11|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6567522_CITIZEN|6567522|1969/02/22|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6567523_CITIZEN|6567523|1979/10/05|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6567751_CITIZEN|6567751|1953/07/15|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6567754_CITIZEN|6567754|1987/05/18|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6567836_CITIZEN|6567836|1953/07/15|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6568066_CITIZEN|6568066|1986/08/06|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6568147_CITIZEN|6568147|1953/07/15|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6568226_CITIZEN|6568226|1988/03/03|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6568227_CITIZEN|6568227|1965/12/03|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6568404_CITIZEN|6568404|1953/07/15|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6568407_CITIZEN|6568407|1978/03/01|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6568408_CITIZEN|6568408|1977/01/02|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6568528_CITIZEN|6568528|1953/07/15|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6568643_CITIZEN|6568643|1966/09/04|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6568652_CITIZEN|6568652|1969/01/19|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6568913_CITIZEN|6568913|1953/07/15|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6569185_CITIZEN|6569185|1967/10/26|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6569603_CITIZEN|6569603|1953/07/15|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6569716_CITIZEN|6569716|1966/06/06|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6569746_CITIZEN|6569746|1963/09/25|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6570032_CITIZEN|6570032|1981/08/01|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6570227_CITIZEN|6570227|1977/03/28|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6570238_CITIZEN|6570238|1977/11/04|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6570343_CITIZEN|6570343|1953/07/15|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6570393_CITIZEN|6570393|1988/02/03|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6570417_CITIZEN|6570417|1973/04/13|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6570556_CITIZEN|6570556|1982/04/01|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6570665_CITIZEN|6570665|1981/07/02|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6570667_CITIZEN|6570667|1983/01/11|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6571320_CITIZEN|6571320|1991/08/17|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6571691_CITIZEN|6571691|1979/08/09|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6572257_CITIZEN|6572257|1954/01/30|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6572737_CITIZEN|6572737|1979/07/23|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6573936_CITIZEN|6573936|1987/04/21|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6574122_CITIZEN|6574122|1982/07/05|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6574209_CITIZEN|6574209|1989/07/06|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6574499_CITIZEN|6574499|1973/08/12|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6574665_CITIZEN|6574665|1983/05/10|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6575063_CITIZEN|6575063|1981/05/07|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6575583_CITIZEN|6575583|1958/12/15|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6575982_CITIZEN|6575982|1964/09/26|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6577133_CITIZEN|6577133|1979/10/05|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6577335_CITIZEN|6577335|1953/07/15|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6578281_CITIZEN|6578281|1986/03/10|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6578283_CITIZEN|6578283|1989/12/25|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6578378_CITIZEN|6578378|1973/05/27|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6579567_CITIZEN|6579567|1960/12/29|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6580365_CITIZEN|6580365|1987/04/21|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6580367_CITIZEN|6580367|1981/06/11|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6580834_CITIZEN|6580834|1984/05/01|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6581520_CITIZEN|6581520|1953/07/15|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6581575_CITIZEN|6581575|1953/07/15|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6581576_CITIZEN|6581576|1980/06/29|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6582655_CITIZEN|6582655|1960/02/05|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6583101_CITIZEN|6583101|1980/11/03|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6583360_CITIZEN|6583360|1962/09/12|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6583513_CITIZEN|6583513|1984/05/06|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6584295_CITIZEN|6584295|1953/07/15|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6584533_CITIZEN|6584533|1969/03/29|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6584850_CITIZEN|6584850|1957/02/23|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6585397_CITIZEN|6585397|1988/04/20|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6585930_CITIZEN|6585930|1972/07/18|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6586034_CITIZEN|6586034|1957/02/23|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6586317_CITIZEN|6586317|1961/12/16|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6586872_CITIZEN|6586872|1953/07/15|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6588450_CITIZEN|6588450|1976/08/11|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6589290_CITIZEN|6589290|1963/06/22|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6590823_CITIZEN|6590823|1986/05/12|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6590974_CITIZEN|6590974|1953/07/15|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6591471_CITIZEN|6591471|1955/04/02|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6591841_CITIZEN|6591841|1977/01/03|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6592352_CITIZEN|6592352|1984/07/27|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6593010_CITIZEN|6593010|1973/02/07|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6593011_CITIZEN|6593011|1981/06/18|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6594541_CITIZEN|6594541|1953/07/15|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6595342_CITIZEN|6595342|1966/12/07|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6595611_CITIZEN|6595611|1972/08/28|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6595645_CITIZEN|6595645|1977/02/01|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6596041_CITIZEN|6596041|1957/03/02|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6597029_CITIZEN|6597029|1980/03/12|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6597251_CITIZEN|6597251|1979/06/29|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6597252_CITIZEN|6597252|1956/01/03|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6597306_CITIZEN|6597306|1961/09/28|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6597816_CITIZEN|6597816|1953/07/15|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6598028_CITIZEN|6598028|1973/05/02|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6600457_CITIZEN|6600457|1988/08/11|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6601908_CITIZEN|6601908|1953/07/15|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6602521_CITIZEN|6602521|1990/07/04|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6603634_CITIZEN|6603634|1979/12/10|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6605037_CITIZEN|6605037|1978/09/02|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6606313_CITIZEN|6606313|1953/07/15|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6606344_CITIZEN|6606344|1984/09/24|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6606401_CITIZEN|6606401|1953/07/15|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6607609_CITIZEN|6607609|1971/02/22|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6607619_CITIZEN|6607619|1955/11/23|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6608171_CITIZEN|6608171|1987/06/25|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6608193_CITIZEN|6608193|1953/07/15|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6609489_CITIZEN|6609489|1986/12/07|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6610720_CITIZEN|6610720|1979/08/20|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6611376_CITIZEN|6611376|1973/04/10|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6611654_CITIZEN|6611654|1960/02/23|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6612051_CITIZEN|6612051|1991/03/04|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6612060_CITIZEN|6612060|1970/07/20|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6613153_CITIZEN|6613153|1953/07/15|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6614173_CITIZEN|6614173|1967/05/31|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6616902_CITIZEN|6616902|1971/11/09|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6617303_CITIZEN|6617303|1986/03/12|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6617322_CITIZEN|6617322|1972/01/01|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6617474_CITIZEN|6617474|1953/07/15|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6617475_CITIZEN|6617475|1983/05/10|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6617654_CITIZEN|6617654|1971/03/01|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6617744_CITIZEN|6617744|1975/08/20|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6618044_CITIZEN|6618044|1990/07/04|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6618122_CITIZEN|6618122|1953/07/15|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6618480_CITIZEN|6618480|1989/11/09|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6618493_CITIZEN|6618493|1974/10/17|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6618655_CITIZEN|6618655|1975/04/23|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6618786_CITIZEN|6618786|1956/06/30|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6619057_CITIZEN|6619057|1973/02/23|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6619369_CITIZEN|6619369|1970/12/18|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6620261_CITIZEN|6620261|1953/07/15|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6620600_CITIZEN|6620600|1973/08/12|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6620660_CITIZEN|6620660|1979/10/29|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6620811_CITIZEN|6620811|1986/12/26|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6620912_CITIZEN|6620912|1979/08/10|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6620982_CITIZEN|6620982|1953/07/15|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6621171_CITIZEN|6621171|1990/07/10|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6621172_CITIZEN|6621172|1953/07/15|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6621564_CITIZEN|6621564|1977/12/13|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6621648_CITIZEN|6621648|1984/01/19|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6621844_CITIZEN|6621844|1970/04/21|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6621990_CITIZEN|6621990|1979/08/10|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6622023_CITIZEN|6622023|1975/02/03|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6622322_CITIZEN|6622322|1967/08/10|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6622323_CITIZEN|6622323|1953/07/15|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6622341_CITIZEN|6622341|1953/07/15|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6622507_CITIZEN|6622507|1953/07/15|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6624143_CITIZEN|6624143|1953/07/15|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6624199_CITIZEN|6624199|1969/09/05|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6624247_CITIZEN|6624247|1980/02/19|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6624785_CITIZEN|6624785|1974/10/29|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6624786_CITIZEN|6624786|1953/07/15|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6624996_CITIZEN|6624996|1953/07/15|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6625715_CITIZEN|6625715|1976/06/13|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6625802_CITIZEN|6625802|1972/04/19|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6625803_CITIZEN|6625803|1950/04/03|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6625805_CITIZEN|6625805|1977/07/17|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6625825_CITIZEN|6625825|1984/06/02|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6625928_CITIZEN|6625928|1970/07/06|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6626346_CITIZEN|6626346|1984/08/24|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6626349_CITIZEN|6626349|1965/04/25|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6626850_CITIZEN|6626850|1975/04/23|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6626851_CITIZEN|6626851|1974/02/27|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6626853_CITIZEN|6626853|1981/08/01|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6626856_CITIZEN|6626856|1987/05/30|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6626857_CITIZEN|6626857|1974/09/09|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6627850_CITIZEN|6627850|1982/10/09|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6627901_CITIZEN|6627901|1970/08/02|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6628018_CITIZEN|6628018|1953/07/15|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6628243_CITIZEN|6628243|1979/10/10|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6628581_CITIZEN|6628581|1968/02/06|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6630005_CITIZEN|6630005|1976/11/24|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6630016_CITIZEN|6630016|1953/07/15|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6630104_CITIZEN|6630104|1963/08/02|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6631185_CITIZEN|6631185|1978/08/30|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6631296_CITIZEN|6631296|1984/05/06|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6631581_CITIZEN|6631581|1988/11/17|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6631864_CITIZEN|6631864|1953/07/15|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6632078_CITIZEN|6632078|1976/07/22|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6632411_CITIZEN|6632411|1953/07/15|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6632452_CITIZEN|6632452|1989/07/22|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6632645_CITIZEN|6632645|1969/09/02|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6632922_CITIZEN|6632922|1976/02/12|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6632997_CITIZEN|6632997|1974/08/31|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6633127_CITIZEN|6633127|1981/08/30|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6633128_CITIZEN|6633128|1970/01/14|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6633129_CITIZEN|6633129|1948/01/13|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6633293_CITIZEN|6633293|1988/02/03|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6633626_CITIZEN|6633626|1984/10/07|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6633632_CITIZEN|6633632|1953/07/15|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6633689_CITIZEN|6633689|1953/07/15|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6633887_CITIZEN|6633887|1986/11/27|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6634048_CITIZEN|6634048|1971/01/29|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6634098_CITIZEN|6634098|1987/05/18|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6634425_CITIZEN|6634425|1957/01/21|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|6634427_CITIZEN|6634427|1984/08/28|4712/12/31|GB|A
